LON,LAT,M
-118.4476,34.0845,2.0
-118.4476,34.1437,2.0
-118.4476,34.1552,1.0
-118.4476,34.1556,7.0
-118.4476,34.1559,1.0
-118.4476,34.1578,1.0
-118.4476,34.1594,2.0
-118.4476,34.2263,1.0
-118.4476,34.2441,3.0
-118.4476,34.2475,4.0
-118.4476,34.2685,2.0
-118.4476,34.2705,1.0
-118.4476,34.2761,1.0
-118.4475,33.9541,1.0
-118.4475,33.9882,3.0
-118.4475,33.9893,1.0
-118.4475,33.9937,1.0
-118.4475,34.0114,2.0
-118.4475,34.0244,1.0
-118.4475,34.0307,4.0
-118.4475,34.0338,4.0
-118.4475,34.0472,6.0
-118.4475,34.0575,1.0
-118.4475,34.0623,2.0
-118.4475,34.1612,15.0
-118.4475,34.1649,14.0
-118.4475,34.2066,1.0
-118.4475,34.244,2.0
-118.4475,34.265,2.0
-118.4475,34.2934,1.0
-118.4474,33.9559,3.0
-118.4474,33.99,17.0
-118.4474,33.9912,2.0
-118.4474,34.0101,2.0
-118.4474,34.0105,1.0
-118.4474,34.0234,2.0
-118.4474,34.0274,2.0
-118.4474,34.0388,9.0
-118.4474,34.0453,18.0
-118.4474,34.147,2.0
-118.4474,34.1694,4.0
-118.4474,34.1721,1.0
-118.4474,34.1731,4.0
-118.4474,34.1739,11.0
-118.4474,34.218,4.0
-118.4474,34.2927,1.0
-118.4474,34.2959,1.0
-118.4474,34.3078,1.0
-118.4473,33.9569,3.0
-118.4473,33.9856,3.0
-118.4473,33.9907,4.0
-118.4473,33.9967,10.0
-118.4473,34.0015,1.0
-118.4473,34.0031,2.0
-118.4473,34.0468,1.0
-118.4473,34.1757,1.0
-118.4473,34.1758,1.0
-118.4473,34.253,3.0
-118.4473,34.2668,1.0
-118.4473,34.2936,1.0
-118.4473,34.3277,1.0
-118.4472,33.9908,1.0
-118.4472,34.0063,1.0
-118.4472,34.0075,5.0
-118.4472,34.0124,2.0
-118.4472,34.0433,5.0
-118.4472,34.0434,1.0
-118.4472,34.0466,2.0
-118.4472,34.0468,17.0
-118.4472,34.0501,1.0
-118.4472,34.1113,2.0
-118.4472,34.1867,4.0
-118.4472,34.1985,22.0
-118.4472,34.2761,1.0
-118.4472,34.3006,4.0
-118.4471,34.0058,2.0
-118.4471,34.0096,1.0
-118.4471,34.0466,25.0
-118.4471,34.0483,1.0
-118.4471,34.0579,2.0
-118.4471,34.0637,4.0
-118.4471,34.1379,2.0
-118.4471,34.1721,29.0
-118.4471,34.1985,7.0
-118.4471,34.2048,2.0
-118.4471,34.2278,5.0
-118.4471,34.275,1.0
-118.4471,34.3099,3.0
-118.4471,34.3252,1.0
-118.4471,34.3265,1.0
-118.447,33.9529,1.0
-118.447,33.953,1.0
-118.447,33.9539,1.0
-118.447,33.9963,6.0
-118.447,34.0059,2.0
-118.447,34.0108,1.0
-118.447,34.0122,1.0
-118.447,34.0483,4.0
-118.447,34.0625,1.0
-118.447,34.0626,34.0
-118.447,34.0637,6.0
-118.447,34.0928,1.0
-118.447,34.1721,20.0
-118.447,34.1774,1.0
-118.447,34.2941,3.0
-118.447,34.2956,1.0
-118.447,34.3243,1.0
-118.4469,33.9585,1.0
-118.4469,33.9586,7.0
-118.4469,33.9875,4.0
-118.4469,33.9994,3.0
-118.4469,34.0088,3.0
-118.4469,34.0299,3.0
-118.4469,34.0332,1.0
-118.4469,34.0348,6.0
-118.4469,34.0413,7.0
-118.4469,34.0607,3.0
-118.4469,34.0899,2.0
-118.4469,34.1091,1.0
-118.4469,34.1095,4.0
-118.4469,34.1392,1.0
-118.4469,34.1465,1.0
-118.4469,34.2048,35.0
-118.4469,34.2248,1.0
-118.4469,34.2375,3.0
-118.4469,34.2402,10.0
-118.4469,34.2452,3.0
-118.4469,34.3026,5.0
-118.4469,34.3043,1.0
-118.4469,34.3129,2.0
-118.4468,33.9886,1.0
-118.4468,33.9971,1.0
-118.4468,34.0144,1.0
-118.4468,34.0601,4.0
-118.4468,34.0818,1.0
-118.4468,34.1092,2.0
-118.4468,34.1576,1.0
-118.4468,34.1613,1.0
-118.4468,34.2048,3.0
-118.4468,34.2197,2.0
-118.4468,34.2206,1.0
-118.4468,34.2248,4.0
-118.4468,34.2331,5.0
-118.4468,34.2449,1.0
-118.4468,34.3218,1.0
-118.4467,33.9529,2.0
-118.4467,33.9586,2.0
-118.4467,33.9901,18.0
-118.4467,33.9977,1.0
-118.4467,34.0131,1.0
-118.4467,34.0436,2.0
-118.4467,34.0621,13.0
-118.4467,34.164,1.0
-118.4467,34.1686,5.0
-118.4467,34.1985,1.0
-118.4467,34.2354,3.0
-118.4467,34.2376,2.0
-118.4467,34.2623,1.0
-118.4467,34.2945,3.0
-118.4467,34.2971,1.0
-118.4467,34.3021,66.0
-118.4467,34.3064,2.0
-118.4467,34.3103,4.0
-118.4467,34.3219,1.0
-118.4466,33.9901,1.0
-118.4466,34.0279,1.0
-118.4466,34.0328,3.0
-118.4466,34.0393,7.0
-118.4466,34.0461,16.0
-118.4466,34.0504,6.0
-118.4466,34.0518,5.0
-118.4466,34.1111,1.0
-118.4466,34.1126,1.0
-118.4466,34.1246,2.0
-118.4466,34.13,1.0
-118.4466,34.1516,1.0
-118.4466,34.1688,13.0
-118.4466,34.1794,2.0
-118.4466,34.1923,3.0
-118.4466,34.1939,1.0
-118.4466,34.2324,1.0
-118.4466,34.2492,1.0
-118.4466,34.3029,1.0
-118.4465,33.9535,2.0
-118.4465,34.002,2.0
-118.4465,34.0035,5.0
-118.4465,34.0459,3.0
-118.4465,34.0602,5.0
-118.4465,34.0881,1.0
-118.4465,34.1113,1.0
-118.4465,34.1477,3.0
-118.4465,34.1516,2.0
-118.4465,34.153,14.0
-118.4465,34.1548,10.0
-118.4465,34.1576,4.0
-118.4465,34.1594,1.0
-118.4465,34.1649,11.0
-118.4465,34.1667,4.0
-118.4465,34.1766,20.0
-118.4465,34.1767,4.0
-118.4465,34.1776,3.0
-118.4465,34.1785,1.0
-118.4465,34.181,1.0
-118.4465,34.1817,5.0
-118.4465,34.1822,1.0
-118.4465,34.1826,8.0
-118.4465,34.1827,15.0
-118.4465,34.1837,63.0
-118.4465,34.1847,28.0
-118.4465,34.1857,6.0
-118.4465,34.1867,16.0
-118.4465,34.1872,1.0
-118.4465,34.1876,22.0
-118.4465,34.1887,18.0
-118.4465,34.1897,6.0
-118.4465,34.1907,29.0
-118.4465,34.1923,16.0
-118.4465,34.1939,1.0
-118.4465,34.2427,3.0
-118.4465,34.2483,12.0
-118.4465,34.2506,2.0
-118.4465,34.2525,1.0
-118.4464,33.9973,2.0
-118.4464,34.0082,4.0
-118.4464,34.0313,3.0
-118.4464,34.0425,4.0
-118.4464,34.0637,1.0
-118.4464,34.1146,1.0
-118.4464,34.1398,1.0
-118.4464,34.1612,7.0
-118.4464,34.1708,2.0
-118.4464,34.1709,3.0
-118.4464,34.1721,3.0
-118.4464,34.1794,1.0
-118.4464,34.2386,48.0
-118.4464,34.2427,3.0
-118.4464,34.2462,2.0
-118.4464,34.2483,1.0
-118.4463,33.9551,3.0
-118.4463,33.956,1.0
-118.4463,33.9607,5.0
-118.4463,33.994,1.0
-118.4463,33.9972,7.0
-118.4463,33.9974,23.0
-118.4463,34.0063,1.0
-118.4463,34.0245,1.0
-118.4463,34.0561,5.0
-118.4463,34.1077,1.0
-118.4463,34.1179,2.0
-118.4463,34.1345,1.0
-118.4463,34.1486,19.0
-118.4463,34.1696,1.0
-118.4463,34.1707,3.0
-118.4463,34.1721,5.0
-118.4463,34.2297,3.0
-118.4462,33.9862,2.0
-118.4462,34.0373,2.0
-118.4462,34.0439,19.0
-118.4462,34.0473,4.0
-118.4462,34.0988,1.0
-118.4462,34.1199,1.0
-118.4462,34.1235,1.0
-118.4462,34.2012,25.0
-118.4462,34.2292,1.0
-118.4462,34.2393,1.0
-118.4462,34.2537,1.0
-118.4462,34.272,1.0
-118.4462,34.295,1.0
-118.4462,34.3049,5.0
-118.4462,34.3223,6.0
-118.4462,34.3224,4.0
-118.4461,33.9533,1.0
-118.4461,33.9581,1.0
-118.4461,33.9878,10.0
-118.4461,33.9998,4.0
-118.4461,34.0062,4.0
-118.4461,34.0135,2.0
-118.4461,34.0247,2.0
-118.4461,34.0322,8.0
-118.4461,34.0488,5.0
-118.4461,34.0597,2.0
-118.4461,34.0605,1.0
-118.4461,34.1172,1.0
-118.4461,34.1495,13.0
-118.4461,34.261,4.0
-118.4461,34.2654,5.0
-118.4461,34.2757,3.0
-118.4461,34.2963,1.0
-118.446,33.9878,23.0
-118.446,33.9968,1.0
-118.446,34.0304,2.0
-118.446,34.0353,13.0
-118.446,34.0354,9.0
-118.446,34.0605,2.0
-118.446,34.2066,1.0
-118.446,34.2216,11.0
-118.446,34.239,1.0
-118.446,34.2948,1.0
-118.4459,33.9558,1.0
-118.4459,33.961,1.0
-118.4459,34.0238,3.0
-118.4459,34.0354,1.0
-118.4459,34.0419,2.0
-118.4459,34.0509,15.0
-118.4459,34.0556,4.0
-118.4459,34.105,1.0
-118.4459,34.1731,1.0
-118.4459,34.2066,1.0
-118.4459,34.2202,1.0
-118.4459,34.2332,4.0
-118.4459,34.2354,1.0
-118.4459,34.239,2.0
-118.4459,34.2412,1.0
-118.4459,34.2717,14.0
-118.4459,34.2718,16.0
-118.4459,34.3071,1.0
-118.4459,34.3168,1.0
-118.4458,33.9892,2.0
-118.4458,34.0248,2.0
-118.4458,34.0509,2.0
-118.4458,34.1049,1.0
-118.4458,34.1505,33.0
-118.4458,34.1731,1.0
-118.4458,34.203,54.0
-118.4458,34.2248,1.0
-118.4458,34.2739,3.0
-118.4458,34.2979,2.0
-118.4457,33.9883,1.0
-118.4457,34.0253,1.0
-118.4457,34.0316,18.0
-118.4457,34.0442,4.0
-118.4457,34.0466,1.0
-118.4457,34.0523,1.0
-118.4457,34.0553,7.0
-118.4457,34.0593,2.0
-118.4457,34.0988,1.0
-118.4457,34.2316,2.0
-118.4457,34.2619,3.0
-118.4457,34.2678,5.0
-118.4457,34.274,3.0
-118.4457,34.3069,1.0
-118.4456,33.9881,10.0
-118.4456,33.9975,1.0
-118.4456,33.9978,17.0
-118.4456,34.0267,1.0
-118.4456,34.0282,5.0
-118.4456,34.0306,3.0
-118.4456,34.0333,2.0
-118.4456,34.0399,4.0
-118.4456,34.0491,9.0
-118.4456,34.0492,1.0
-118.4456,34.0608,7.0
-118.4456,34.1424,1.0
-118.4456,34.1439,1.0
-118.4456,34.1613,1.0
-118.4456,34.2206,1.0
-118.4456,34.2427,3.0
-118.4455,33.9619,24.0
-118.4455,34.0002,2.0
-118.4455,34.0087,1.0
-118.4455,34.0249,2.0
-118.4455,34.0297,1.0
-118.4455,34.0326,2.0
-118.4455,34.0583,2.0
-118.4455,34.0584,1.0
-118.4455,34.0976,2.0
-118.4455,34.0993,1.0
-118.4455,34.1515,2.0
-118.4455,34.1548,1.0
-118.4455,34.1649,1.0
-118.4455,34.1667,1.0
-118.4455,34.1683,2.0
-118.4455,34.1915,4.0
-118.4455,34.1927,2.0
-118.4455,34.1939,6.0
-118.4455,34.1958,13.0
-118.4455,34.1976,29.0
-118.4455,34.1985,4.0
-118.4455,34.1996,5.0
-118.4455,34.2048,10.0
-118.4455,34.2262,1.0
-118.4455,34.2299,3.0
-118.4455,34.2447,5.0
-118.4455,34.251,1.0
-118.4455,34.2619,2.0
-118.4455,34.2699,2.0
-118.4455,34.2714,1.0
-118.4455,34.3192,10.0
-118.4454,33.9575,1.0
-118.4454,34.0087,1.0
-118.4454,34.0247,23.0
-118.4454,34.0249,2.0
-118.4454,34.0312,5.0
-118.4454,34.0489,11.0
-118.4454,34.0596,1.0
-118.4454,34.0608,19.0
-118.4454,34.0626,35.0
-118.4454,34.0637,10.0
-118.4454,34.0711,14.0
-118.4454,34.1262,4.0
-118.4454,34.1519,1.0
-118.4454,34.153,1.0
-118.4454,34.1576,4.0
-118.4454,34.1594,6.0
-118.4454,34.1649,3.0
-118.4454,34.2012,4.0
-118.4454,34.2189,3.0
-118.4454,34.228,3.0
-118.4454,34.2294,1.0
-118.4454,34.2427,1.0
-118.4454,34.2447,1.0
-118.4454,34.2511,3.0
-118.4454,34.3245,1.0
-118.4453,34.0099,2.0
-118.4453,34.01,1.0
-118.4453,34.0236,1.0
-118.4453,34.0329,3.0
-118.4453,34.0379,9.0
-118.4453,34.0445,15.0
-118.4453,34.0578,1.0
-118.4453,34.0626,18.0
-118.4453,34.0637,25.0
-118.4453,34.0648,1.0
-118.4453,34.106,1.0
-118.4453,34.1332,1.0
-118.4453,34.1395,1.0
-118.4453,34.2415,2.0
-118.4453,34.2492,2.0
-118.4453,34.2691,1.0
-118.4453,34.2722,1.0
-118.4453,34.3173,3.0
-118.4452,33.9533,1.0
-118.4452,33.9551,2.0
-118.4452,33.9559,1.0
-118.4452,33.9586,2.0
-118.4452,33.9605,1.0
-118.4452,33.9885,11.0
-118.4452,34.0124,1.0
-118.4452,34.0445,2.0
-118.4452,34.0665,1.0
-118.4452,34.0854,1.0
-118.4452,34.1013,3.0
-118.4452,34.1263,11.0
-118.4452,34.135,1.0
-118.4452,34.1962,3.0
-118.4452,34.2264,1.0
-118.4452,34.2492,1.0
-118.4451,33.9551,1.0
-118.4451,33.9604,1.0
-118.4451,33.9868,22.0
-118.4451,34.0306,1.0
-118.4451,34.0311,1.0
-118.4451,34.0469,23.0
-118.4451,34.0486,3.0
-118.4451,34.0669,2.0
-118.4451,34.067,1.0
-118.4451,34.1513,1.0
-118.4451,34.2206,1.0
-118.4451,34.3015,3.0
-118.445,34.0132,2.0
-118.445,34.0359,8.0
-118.445,34.0425,12.0
-118.445,34.0474,8.0
-118.445,34.0475,2.0
-118.445,34.0485,2.0
-118.445,34.0514,14.0
-118.445,34.0532,4.0
-118.445,34.0585,3.0
-118.445,34.1066,1.0
-118.445,34.1721,8.0
-118.445,34.1977,3.0
-118.445,34.2128,1.0
-118.445,34.2129,10.0
-118.445,34.2169,2.0
-118.445,34.2175,3.0
-118.445,34.2248,2.0
-118.445,34.2261,3.0
-118.445,34.2399,10.0
-118.445,34.2517,13.0
-118.445,34.2599,1.0
-118.445,34.3002,1.0
-118.4449,33.9552,2.0
-118.4449,33.9953,1.0
-118.4449,34.0046,3.0
-118.4449,34.02,1.0
-118.4449,34.0228,1.0
-118.4449,34.0257,1.0
-118.4449,34.0688,1.0
-118.4449,34.1492,5.0
-118.4449,34.1512,5.0
-118.4449,34.1867,4.0
-118.4449,34.2216,2.0
-118.4449,34.2235,3.0
-118.4449,34.2389,7.0
-118.4449,34.2975,2.0
-118.4449,34.3002,2.0
-118.4449,34.3172,1.0
-118.4448,33.9577,2.0
-118.4448,33.992,3.0
-118.4448,34.0028,1.0
-118.4448,34.0045,2.0
-118.4448,34.0239,2.0
-118.4448,34.0497,18.0
-118.4448,34.0528,8.0
-118.4448,34.1237,1.0
-118.4448,34.1261,1.0
-118.4448,34.1476,1.0
-118.4448,34.239,2.0
-118.4448,34.2496,6.0
-118.4448,34.2694,1.0
-118.4448,34.2725,3.0
-118.4448,34.2945,1.0
-118.4448,34.2963,2.0
-118.4448,34.2988,2.0
-118.4448,34.3062,2.0
-118.4448,34.3236,5.0
-118.4447,34.0005,1.0
-118.4447,34.02,2.0
-118.4447,34.022,1.0
-118.4447,34.0404,6.0
-118.4447,34.0481,1.0
-118.4447,34.0596,3.0
-118.4447,34.1176,1.0
-118.4447,34.1328,1.0
-118.4447,34.1512,3.0
-118.4447,34.164,1.0
-118.4447,34.1699,2.0
-118.4447,34.2196,1.0
-118.4447,34.2417,2.0
-118.4447,34.3121,1.0
-118.4446,33.9871,3.0
-118.4446,33.9918,80.0
-118.4446,34.0105,2.0
-118.4446,34.0144,1.0
-118.4446,34.0287,1.0
-118.4446,34.0363,3.0
-118.4446,34.0404,1.0
-118.4446,34.0586,5.0
-118.4446,34.0596,6.0
-118.4446,34.0617,43.0
-118.4446,34.1512,1.0
-118.4446,34.1708,2.0
-118.4446,34.2299,4.0
-118.4446,34.2727,1.0
-118.4446,34.2738,1.0
-118.4446,34.2963,1.0
-118.4445,33.9571,2.0
-118.4445,33.9849,111.0
-118.4445,34.0234,1.0
-118.4445,34.0362,3.0
-118.4445,34.0428,1.0
-118.4445,34.0565,1.0
-118.4445,34.0566,15.0
-118.4445,34.0608,14.0
-118.4445,34.1303,1.0
-118.4445,34.1326,2.0
-118.4445,34.1327,4.0
-118.4445,34.1668,35.0
-118.4445,34.206,86.0
-118.4445,34.2282,2.0
-118.4445,34.2392,2.0
-118.4445,34.2445,1.0
-118.4445,34.2485,4.0
-118.4444,33.9593,1.0
-118.4444,33.9851,2.0
-118.4444,33.9868,7.0
-118.4444,34.0196,2.0
-118.4444,34.0384,6.0
-118.4444,34.0592,1.0
-118.4444,34.0608,4.0
-118.4444,34.1491,1.0
-118.4444,34.1548,4.0
-118.4444,34.1594,18.0
-118.4444,34.164,2.0
-118.4444,34.1802,2.0
-118.4444,34.1817,1.0
-118.4444,34.1826,11.0
-118.4444,34.1837,2.0
-118.4444,34.1847,4.0
-118.4444,34.1857,2.0
-118.4444,34.1867,8.0
-118.4444,34.1877,5.0
-118.4444,34.1887,4.0
-118.4444,34.1897,1.0
-118.4444,34.1907,5.0
-118.4444,34.1923,6.0
-118.4444,34.1929,2.0
-118.4444,34.1939,16.0
-118.4444,34.196,2.0
-118.4444,34.1976,5.0
-118.4444,34.1993,1.0
-118.4444,34.2003,1.0
-118.4444,34.2012,7.0
-118.4444,34.203,5.0
-118.4444,34.2048,16.0
-118.4444,34.2066,2.0
-118.4444,34.2067,1.0
-118.4444,34.2185,3.0
-118.4443,33.9922,5.0
-118.4443,34.045,3.0
-118.4443,34.0474,2.0
-118.4443,34.0476,8.0
-118.4443,34.0477,5.0
-118.4443,34.0538,5.0
-118.4443,34.0557,7.0
-118.4443,34.1502,17.0
-118.4443,34.153,2.0
-118.4443,34.1559,2.0
-118.4443,34.1576,9.0
-118.4443,34.1594,1.0
-118.4443,34.1603,1.0
-118.4443,34.1611,21.0
-118.4443,34.1613,1.0
-118.4443,34.1649,7.0
-118.4443,34.1667,1.0
-118.4443,34.1686,6.0
-118.4443,34.1704,5.0
-118.4443,34.1721,22.0
-118.4443,34.1731,2.0
-118.4443,34.1739,4.0
-118.4443,34.1758,2.0
-118.4443,34.1767,4.0
-118.4443,34.1776,3.0
-118.4443,34.1785,7.0
-118.4443,34.1794,2.0
-118.4443,34.1802,11.0
-118.4443,34.1808,1.0
-118.4443,34.1809,4.0
-118.4443,34.1817,2.0
-118.4443,34.1837,55.0
-118.4443,34.1847,14.0
-118.4443,34.1857,20.0
-118.4443,34.1867,25.0
-118.4443,34.1872,1.0
-118.4443,34.1877,7.0
-118.4443,34.1897,5.0
-118.4443,34.1976,114.0
-118.4443,34.203,1.0
-118.4443,34.2048,2.0
-118.4443,34.2169,2.0
-118.4443,34.2216,3.0
-118.4443,34.2394,2.0
-118.4443,34.295,1.0
-118.4443,34.3183,2.0
-118.4443,34.3245,1.0
-118.4442,33.9557,1.0
-118.4442,33.956,1.0
-118.4442,33.9913,23.0
-118.4442,33.9914,2.0
-118.4442,34.0313,5.0
-118.4442,34.0557,1.0
-118.4442,34.1747,42.0
-118.4442,34.2129,2.0
-118.4442,34.2226,1.0
-118.4442,34.2354,1.0
-118.4442,34.2542,1.0
-118.4442,34.2576,1.0
-118.4442,34.2647,1.0
-118.4442,34.3009,1.0
-118.4442,34.3083,3.0
-118.4442,34.3183,5.0
-118.4441,33.952,1.0
-118.4441,33.9536,4.0
-118.4441,33.958,3.0
-118.4441,34.0128,3.0
-118.4441,34.0229,2.0
-118.4441,34.0242,1.0
-118.4441,34.0295,3.0
-118.4441,34.0333,1.0
-118.4441,34.0365,5.0
-118.4441,34.0474,3.0
-118.4441,34.0519,12.0
-118.4441,34.052,5.0
-118.4441,34.0598,1.0
-118.4441,34.1126,18.0
-118.4441,34.1461,1.0
-118.4441,34.2175,1.0
-118.4441,34.2354,3.0
-118.4441,34.247,1.0
-118.4441,34.2576,2.0
-118.4441,34.2994,1.0
-118.4441,34.3082,20.0
-118.444,33.9853,6.0
-118.444,34.0049,2.0
-118.444,34.011,1.0
-118.444,34.0261,3.0
-118.444,34.0279,1.0
-118.444,34.0325,7.0
-118.444,34.0431,15.0
-118.444,34.0534,2.0
-118.444,34.0557,28.0
-118.444,34.0625,29.0
-118.444,34.1314,1.0
-118.444,34.2248,5.0
-118.444,34.2354,2.0
-118.4439,33.9558,1.0
-118.4439,34.0009,1.0
-118.4439,34.0033,4.0
-118.4439,34.019,1.0
-118.4439,34.0243,3.0
-118.4439,34.0266,1.0
-118.4439,34.0293,1.0
-118.4439,34.0325,7.0
-118.4439,34.0501,8.0
-118.4439,34.0502,3.0
-118.4439,34.0588,33.0
-118.4439,34.0592,2.0
-118.4439,34.077,1.0
-118.4439,34.2196,1.0
-118.4439,34.2544,1.0
-118.4439,34.2576,4.0
-118.4439,34.3055,3.0
-118.4438,34.0074,2.0
-118.4438,34.0226,2.0
-118.4438,34.0292,1.0
-118.4438,34.0453,1.0
-118.4438,34.0577,7.0
-118.4438,34.2226,6.0
-118.4438,34.2319,1.0
-118.4438,34.2325,1.0
-118.4438,34.2332,2.0
-118.4438,34.3129,19.0
-118.4437,33.9547,5.0
-118.4437,33.9869,9.0
-118.4437,33.987,1.0
-118.4437,34.0345,4.0
-118.4437,34.0367,1.0
-118.4437,34.041,23.0
-118.4437,34.0484,13.0
-118.4437,34.0522,1.0
-118.4437,34.0832,1.0
-118.4437,34.0927,1.0
-118.4437,34.0949,2.0
-118.4437,34.1272,1.0
-118.4437,34.2284,2.0
-118.4437,34.2956,4.0
-118.4436,33.9992,1.0
-118.4436,34.0006,2.0
-118.4436,34.0077,3.0
-118.4436,34.0112,2.0
-118.4436,34.0258,1.0
-118.4436,34.0321,2.0
-118.4436,34.038,29.0
-118.4436,34.0998,3.0
-118.4436,34.2185,1.0
-118.4436,34.2296,2.0
-118.4436,34.2332,4.0
-118.4436,34.2342,80.0
-118.4436,34.2421,2.0
-118.4436,34.2442,3.0
-118.4436,34.3029,3.0
-118.4436,34.3227,1.0
-118.4435,33.9572,1.0
-118.4435,33.9856,5.0
-118.4435,33.9857,13.0
-118.4435,33.9953,2.0
-118.4435,34.0222,4.0
-118.4435,34.0273,2.0
-118.4435,34.0543,11.0
-118.4435,34.0599,4.0
-118.4435,34.1161,3.0
-118.4435,34.1427,3.0
-118.4435,34.2395,2.0
-118.4435,34.2399,2.0
-118.4435,34.264,1.0
-118.4434,33.9539,1.0
-118.4434,33.9561,1.0
-118.4434,33.9613,3.0
-118.4434,33.9855,1.0
-118.4434,34.0068,1.0
-118.4434,34.0279,4.0
-118.4434,34.0317,4.0
-118.4434,34.039,3.0
-118.4434,34.0456,1.0
-118.4434,34.0581,4.0
-118.4434,34.0623,84.0
-118.4434,34.1003,2.0
-118.4434,34.1306,1.0
-118.4434,34.213,4.0
-118.4434,34.2206,1.0
-118.4434,34.2216,4.0
-118.4434,34.2226,1.0
-118.4434,34.2453,2.0
-118.4434,34.2463,2.0
-118.4434,34.2529,2.0
-118.4434,34.2694,3.0
-118.4434,34.2988,2.0
-118.4433,33.9549,1.0
-118.4433,33.9904,7.0
-118.4433,34.0086,2.0
-118.4433,34.0285,1.0
-118.4433,34.0286,1.0
-118.4433,34.0303,6.0
-118.4433,34.0479,13.0
-118.4433,34.048,1.0
-118.4433,34.0578,8.0
-118.4433,34.1509,8.0
-118.4433,34.1564,2.0
-118.4433,34.1576,3.0
-118.4433,34.1594,10.0
-118.4433,34.1685,3.0
-118.4433,34.174,1.0
-118.4433,34.1954,1.0
-118.4433,34.1976,4.0
-118.4433,34.1993,2.0
-118.4433,34.2024,10.0
-118.4433,34.2032,1.0
-118.4433,34.2041,2.0
-118.4433,34.2175,1.0
-118.4433,34.2216,4.0
-118.4433,34.2265,2.0
-118.4433,34.2401,2.0
-118.4433,34.2506,2.0
-118.4432,33.9854,2.0
-118.4432,34.0053,1.0
-118.4432,34.0142,2.0
-118.4432,34.0215,2.0
-118.4432,34.0284,10.0
-118.4432,34.0371,4.0
-118.4432,34.0525,3.0
-118.4432,34.0604,9.0
-118.4432,34.1251,1.0
-118.4432,34.1268,1.0
-118.4432,34.1548,1.0
-118.4432,34.1564,1.0
-118.4432,34.1684,1.0
-118.4432,34.1721,2.0
-118.4432,34.1929,1.0
-118.4432,34.1939,4.0
-118.4432,34.2012,3.0
-118.4432,34.2485,1.0
-118.4432,34.3017,1.0
-118.4432,34.3075,3.0
-118.4431,33.9538,2.0
-118.4431,34.0133,3.0
-118.4431,34.0254,2.0
-118.4431,34.037,9.0
-118.4431,34.0436,4.0
-118.4431,34.0569,13.0
-118.4431,34.192,4.0
-118.4431,34.2354,1.0
-118.4431,34.2403,4.0
-118.4431,34.2445,4.0
-118.443,33.9605,1.0
-118.443,33.9863,3.0
-118.443,34.0063,1.0
-118.443,34.0097,1.0
-118.443,34.0115,1.0
-118.443,34.0193,1.0
-118.443,34.0291,1.0
-118.443,34.0393,2.0
-118.443,34.0437,2.0
-118.443,34.0507,16.0
-118.443,34.1204,2.0
-118.443,34.1211,3.0
-118.443,34.2249,2.0
-118.443,34.2391,1.0
-118.443,34.2526,1.0
-118.443,34.2593,2.0
-118.443,34.3173,3.0
-118.4429,33.985,2.0
-118.4429,33.999,5.0
-118.4429,34.0459,5.0
-118.4429,34.0475,2.0
-118.4429,34.118,2.0
-118.4429,34.122,1.0
-118.4429,34.1236,1.0
-118.4429,34.2216,7.0
-118.4429,34.2305,2.0
-118.4429,34.2315,3.0
-118.4429,34.2324,1.0
-118.4429,34.2497,2.0
-118.4429,34.2689,2.0
-118.4428,33.957,1.0
-118.4428,33.9601,1.0
-118.4428,33.9846,10.0
-118.4428,33.986,1.0
-118.4428,33.9872,1.0
-118.4428,34.0019,5.0
-118.4428,34.0263,2.0
-118.4428,34.0302,3.0
-118.4428,34.035,6.0
-118.4428,34.0416,14.0
-118.4428,34.0449,2.0
-118.4428,34.0459,1.0
-118.4428,34.0561,12.0
-118.4428,34.057,25.0
-118.4428,34.0621,31.0
-118.4428,34.0775,2.0
-118.4428,34.1305,1.0
-118.4428,34.1685,2.0
-118.4428,34.2003,1.0
-118.4428,34.2066,1.0
-118.4428,34.2332,1.0
-118.4428,34.251,16.0
-118.4428,34.2584,1.0
-118.4428,34.2978,1.0
-118.4428,34.3196,1.0
-118.4427,33.9519,1.0
-118.4427,33.9522,3.0
-118.4427,33.993,1.0
-118.4427,33.999,3.0
-118.4427,34.0016,1.0
-118.4427,34.0108,1.0
-118.4427,34.0174,1.0
-118.4427,34.0249,1.0
-118.4427,34.0294,5.0
-118.4427,34.0373,1.0
-118.4427,34.0449,2.0
-118.4427,34.0565,18.0
-118.4427,34.1473,2.0
-118.4427,34.1867,4.0
-118.4427,34.2216,1.0
-118.4427,34.2457,1.0
-118.4427,34.2544,1.0
-118.4427,34.2573,1.0
-118.4427,34.2741,4.0
-118.4427,34.3022,3.0
-118.4427,34.3139,3.0
-118.4426,33.9453,2.0
-118.4426,33.9567,1.0
-118.4426,33.9958,1.0
-118.4426,34.003,8.0
-118.4426,34.0127,2.0
-118.4426,34.0156,1.0
-118.4426,34.0173,1.0
-118.4426,34.0187,2.0
-118.4426,34.0294,1.0
-118.4426,34.0306,2.0
-118.4426,34.0439,2.0
-118.4426,34.0487,17.0
-118.4426,34.0548,11.0
-118.4426,34.0567,6.0
-118.4426,34.0591,1.0
-118.4426,34.1473,1.0
-118.4426,34.1499,2.0
-118.4426,34.1576,3.0
-118.4426,34.1667,2.0
-118.4426,34.1675,1.0
-118.4426,34.2012,2.0
-118.4426,34.2048,1.0
-118.4426,34.2128,1.0
-118.4426,34.213,2.0
